Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
13,13,2012-11-24,27-330,MIA,,CLE,W (+2),1,39:58,.752,.688,3.9,15.0,10.1,25.0,0.0,2.5,26.0,31.4,118,122,20.6,2.7
14,14,2012-11-29,27-335,MIA,,SAS,W (+5),1,39:06,.617,.625,9.0,18.0,13.5,27.8,5.1,0.0,17.7,26.6,113,98,22.2,10.3
15,15,2012-12-01,27-337,MIA,,BRK,W (+13),1,36:57,.595,.567,3.5,28.9,16.0,26.3,1.4,0.0,10.2,26.5,121,99,18.0,5.3
16,16,2012-12-04,27-340,MIA,@,WAS,L (-4),1,42:53,.513,.521,4.7,31.6,16.7,44.7,3.6,3.7,10.6,29.3,109,103,26.6,12.8
17,17,2012-12-06,27-342,MIA,,NYK,L (-20),1,38:35,.647,.625,5.9,21.2,14.0,61.1,4.0,0.0,7.7,31.6,131,114,31.3,21.4
18,18,2012-12-08,27-344,MIA,,NOH,W (+16),1,35:55,.693,.688,4.9,13.4,10.0,37.0,2.9,0.0,18.8,29.8,120,101,20.8,5.7
19,19,2012-12-10,27-346,MIA,,ATL,W (+9),1,40:21,.708,.656,4.6,18.8,13.0,26.3,2.7,0.0,13.6,29.0,130,105,25.1,9.3
20,20,2012-12-12,27-348,MIA,,GSW,L (-2),1,42:21,.615,.565,2.9,5.7,4.3,23.2,1.2,0.0,13.7,31.9,112,108,21.5,7.7
21,21,2012-12-15,27-351,MIA,,WAS,W (+30),1,30:33,.580,.533,0.0,37.4,18.9,28.6,1.8,0.0,9.2,34.2,117,76,19.6,9.9
22,22,2012-12-18,27-354,MIA,,MIN,W (+11),1,41:59,.545,.500,0.0,19.1,8.9,46.8,1.3,6.6,0.0,24.3,130,105,25.5,11.3
23,23,2012-12-20,27-356,MIA,@,DAL,W (+15),1,30:55,.813,.808,0.0,26.9,16.8,27.7,1.6,2.1,25.3,29.5,122,95,21.0,11.5
24,24,2012-12-22,27-358,MIA,,UTA,W (+16),1,37:30,.615,.575,3.9,23.3,15.0,37.5,0.0,0.0,14.1,36.8,117,102,23.2,4.7
25,25,2012-12-25,27-361,MIA,,OKC,W (+6),1,41:52,.653,.600,9.3,15.9,12.6,42.6,2.6,2.1,11.9,28.5,133,106,28.2,16.0
26,26,2012-12-26,27-362,MIA,@,CHA,W (+13),1,38:35,.599,.526,6.1,27.6,17.4,38.6,5.3,3.9,11.8,30.2,124,86,28.9,17.2
27,27,2012-12-28,27-364,MIA,@,DET,L (-10),1,44:19,.737,.727,2.6,16.9,8.9,23.8,7.4,2.0,11.2,29.6,137,111,34.2,18.5
28,28,2012-12-29,27-365,MIA,@,MIL,L (-19),1,36:29,.586,.575,3.0,12.7,8.2,49.7,2.8,1.7,21.3,34.8,101,108,18.6,9.9
29,29,2012-12-31,28-001,MIA,@,ORL,W (+2),1,47:53,.620,.477,2.7,18.4,10.7,42.1,1.2,0.0,9.4,33.0,129,117,31.9,10.4
30,30,2013-01-02,28-003,MIA,,DAL,W (+10),1,42:01,.644,.575,2.7,29.5,16.3,40.4,3.6,1.9,13.9,32.6,123,100,31.6,13.4
31,31,2013-01-04,28-005,MIA,,CHI,L (-7),1,41:05,.713,.607,0.0,16.3,9.2,11.3,1.4,0.0,8.7,29.7,134,112,23.6,9.0
32,32,2013-01-06,28-007,MIA,,WAS,W (+28),1,34:57,.640,.588,3.5,2.7,3.1,37.5,0.0,2.3,5.1,27.7,138,94,21.3,14.4
33,33,2013-01-08,28-009,MIA,@,IND,L (-10),1,42:36,.506,.525,8.5,15.5,12.4,26.9,1.4,3.3,24.3,36.0,84,104,12.4,1.0
34,34,2013-01-10,28-011,MIA,@,POR,L (-2),1,42:39,.412,.406,0.0,23.4,12.5,35.9,2.4,2.1,18.0,24.3,84,94,11.8,1.9
35,35,2013-01-12,28-013,MIA,@,SAC,W (+29),1,29:08,.765,.700,4.8,15.7,10.8,34.5,9.1,4.8,7.1,23.1,165,94,27.6,20.6
36,36,2013-01-14,28-015,MIA,@,UTA,L (-7),1,43:41,.771,.737,3.4,10.6,7.0,26.7,3.9,3.8,12.6,28.1,138,118,29.1,14.2
37,37,2013-01-16,28-017,MIA,@,GSW,W (+17),1,30:32,.586,.575,2.9,19.2,10.7,84.0,1.7,0.0,4.5,32.2,127,80,23.7,20.8
38,38,2013-01-17,28-018,MIA,@,LAL,W (+9),1,42:04,.729,.700,0.0,20.5,10.4,44.3,3.7,2.3,7.0,33.1,137,93,36.9,22.5
39,39,2013-01-23,28-024,MIA,,TOR,W (+7),1,44:50,.594,.543,3.2,24.2,14.6,42.2,0.0,0.0,10.3,30.8,136,125,27.0,7.2
40,40,2013-01-25,28-026,MIA,,DET,W (+22),1,33:01,.691,.643,4.5,22.4,14.3,34.0,1.7,0.0,10.7,27.3,139,102,22.8,11.0
41,41,2013-01-27,28-028,MIA,@,BOS,L (-2),1,51:56,.512,.500,8.1,30.5,18.0,33.5,3.2,1.6,8.3,32.4,110,90,27.9,16.7
42,42,2013-01-30,28-031,MIA,@,BRK,W (+20),1,34:17,.607,.639,7.6,28.0,17.5,33.8,3.2,0.0,16.8,32.6,119,94,19.8,12.2
43,43,2013-02-01,28-033,MIA,@,IND,L (-13),1,41:58,.641,.559,3.6,21.2,11.6,15.1,1.4,2.2,12.1,31.0,118,124,20.3,4.8
44,44,2013-02-03,28-035,MIA,@,TOR,W (+15),1,39:44,.720,.656,0.0,23.6,13.4,30.3,2.8,0.0,12.6,29.7,136,94,27.9,15.9
45,45,2013-02-04,28-036,MIA,,CHA,W (+5),1,38:00,.931,.929,0.0,25.9,12.8,41.1,2.9,0.0,23.1,26.7,141,102,30.6,18.4
46,46,2013-02-06,28-038,MIA,,HOU,W (+6),1,36:37,.714,.694,3.4,17.2,10.2,25.6,0.0,4.8,15.2,33.2,126,115,24.9,8.9
47,47,2013-02-08,28-040,MIA,,LAC,W (+22),1,30:59,.947,1.000,4.8,15.9,10.9,42.1,0.0,5.1,24.0,34.0,146,104,26.0,18.7
48,48,2013-02-10,28-042,MIA,,LAL,W (+10),1,36:15,.743,.694,3.9,24.1,13.8,18.8,4.6,0.0,15.7,34.8,133,108,26.5,12.4
49,49,2013-02-12,28-044,MIA,,POR,W (+13),1,38:45,.810,.767,0.0,28.6,13.0,38.0,4.3,5.1,5.1,25.5,170,112,35.0,21.7
50,50,2013-02-14,28-046,MIA,@,OKC,W (+10),1,40:02,.697,.667,8.4,28.4,17.8,34.7,2.5,0.0,12.5,34.3,134,103,33.5,19.6
51,51,2013-02-20,28-052,MIA,@,ATL,W (+13),1,39:31,.648,.567,0.0,22.1,9.7,49.0,5.2,0.0,9.7,24.9,133,91,27.4,16.8
52,52,2013-02-21,28-053,MIA,@,CHI,W (+19),1,34:29,.797,.767,4.1,37.3,22.3,44.9,3.2,0.0,19.7,29.4,133,68,26.0,19.6
53,53,2013-02-23,28-055,MIA,@,PHI,W (+24),1,31:30,.621,.625,5.1,35.2,22.1,48.8,3.6,0.0,13.4,24.9,133,99,20.7,12.6
54,54,2013-02-24,28-056,MIA,,CLE,W (+4),1,38:51,.587,.526,7.7,3.3,5.4,37.1,1.4,0.0,7.7,33.1,128,125,23.8,4.0
55,55,2013-02-26,28-058,MIA,,SAC,W (+12),1,47:45,.707,.630,10.7,12.9,12.0,49.8,2.2,1.8,6.6,29.8,154,119,44.2,18.4
56,56,2013-03-01,28-061,MIA,,MEM,W (+7),1,42:06,.467,.357,3.5,20.0,12.5,38.7,2.6,1.8,4.9,25.2,114,101,19.3,8.3
57,57,2013-03-03,28-063,MIA,@,NYK,W (+6),1,42:50,.566,.565,8.2,22.4,15.2,30.7,3.6,2.5,7.2,29.1,120,95,27.2,15.5
58,58,2013-03-04,28-064,MIA,@,MIN,W (+16),1,34:53,.608,.594,4.2,22.9,15.8,21.5,4.4,4.0,29.9,30.6,90,75,14.8,5.0
59,59,2013-03-06,28-066,MIA,,ORL,W (+1),1,38:13,.674,.536,0.0,9.2,4.8,10.8,0.0,2.1,9.4,26.3,128,112,19.6,4.0
60,60,2013-03-08,28-068,MIA,,PHI,W (+9),1,34:14,.651,.647,11.4,28.0,19.5,25.1,1.6,5.0,13.5,31.2,125,102,22.6,10.5
61,61,2013-03-10,28-070,MIA,,IND,W (+14),1,36:21,.533,.500,4.3,22.0,13.0,29.4,1.5,3.7,24.7,22.8,101,107,11.6,1.5
62,62,2013-03-12,28-072,MIA,,ATL,W (+17),1,30:07,.461,.273,10.2,15.5,12.7,36.9,3.4,0.0,19.7,29.6,98,87,13.1,3.2
63,63,2013-03-13,28-073,MIA,@,PHI,W (+4),1,37:14,.556,.447,7.0,15.3,11.4,41.8,3.0,1.9,14.1,36.5,113,105,22.9,9.7
64,64,2013-03-15,28-075,MIA,@,MIL,W (+13),1,38:14,.534,.500,3.4,21.7,14.1,33.9,0.0,2.0,7.1,35.5,113,105,22.2,4.7
65,65,2013-03-17,28-077,MIA,@,TOR,W (+17),1,33:50,.653,.583,4.9,32.5,22.1,37.2,3.3,0.0,15.1,30.7,125,87,23.0,11.0
66,66,2013-03-18,28-078,MIA,@,BOS,W (+2),1,42:15,.585,.569,2.9,20.7,11.0,57.2,2.4,4.5,13.6,38.5,116,105,30.4,12.3
67,67,2013-03-20,28-080,MIA,@,CLE,W (+3),1,42:19,.490,.432,20.9,14.9,17.9,49.5,4.0,3.8,13.6,34.1,116,106,25.4,12.7
68,68,2013-03-22,28-082,MIA,,DET,W (+14),1,39:53,.822,.833,3.6,17.9,12.0,40.9,2.6,2.0,14.5,25.5,147,95,30.2,15.2
69,69,2013-03-24,28-084,MIA,,CHA,W (+32),1,34:10,.849,.786,0.0,19.4,12.1,62.3,4.6,6.6,17.5,33.4,150,74,36.7,25.8
70,70,2013-03-25,28-085,MIA,@,ORL,W (+14),1,38:45,.588,.563,2.8,23.0,12.8,52.7,1.3,0.0,12.8,28.2,125,102,22.8,5.6
71,71,2013-03-27,28-087,MIA,@,CHI,L (-4),1,39:56,.733,.706,0.0,22.7,11.4,15.2,2.6,7.6,15.5,31.0,126,103,27.9,13.9
72,72,2013-03-29,28-089,MIA,@,NOH,W (+19),1,32:13,.811,.825,0.0,17.0,9.8,39.5,3.5,0.0,11.9,42.2,135,102,30.8,20.6
73,,2013-03-31,28-091,MIA,@,SAS,W (+2),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
74,,2013-04-02,28-093,MIA,,NYK,L (-12),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
75,,2013-04-05,28-096,MIA,@,CHA,W (+10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
76,73,2013-04-06,28-097,MIA,,PHI,W (+19),1,29:42,.755,.735,0.0,13.2,7.3,39.2,1.9,0.0,5.3,31.1,150,102,24.2,17.6
77,74,2013-04-09,28-100,MIA,,MIL,W (+11),1,30:04,.751,.688,3.5,23.9,13.0,54.7,3.4,3.2,13.9,31.6,140,85,28.3,24.6
78,,2013-04-10,28-101,MIA,@,WAS,W (+5),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
79,75,2013-04-12,28-103,MIA,,BOS,W (+8),1,28:51,.850,.800,5.5,20.3,14.1,58.3,0.0,0.0,7.8,21.8,174,113,23.3,15.6
80,76,2013-04-14,28-105,MIA,,CHI,W (+12),1,34:51,.694,.625,0.0,18.9,10.8,31.4,1.4,0.0,14.8,27.1,125,97,20.7,8.9
81,,2013-04-15,28-106,MIA,@,CLE,W (+1),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
82,,2013-04-17,28-108,MIA,,ORL,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
