Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
14,14,2013-11-25,28-330,MIA,,PHO,W (+15),1,33:21,.929,.857,0.0,16.0,8.7,24.8,1.6,2.8,17.5,31.7,153,100,31.6,21.8
15,15,2013-11-27,28-332,MIA,@,CLE,W (+11),1,37:06,.587,.500,0.0,20.3,11.8,44.3,4.1,0.0,4.0,33.1,120,83,26.3,12.9
16,16,2013-11-29,28-334,MIA,@,TOR,W (+7),1,36:27,.687,.676,3.7,15.3,10.0,17.3,1.4,3.1,13.3,29.6,115,90,20.5,11.6
17,17,2013-12-01,28-336,MIA,,CHA,W (+1),1,38:16,.747,.654,0.0,17.4,8.6,19.3,1.4,2.1,14.7,27.2,132,108,22.7,7.3
18,18,2013-12-03,28-338,MIA,,DET,L (-10),1,36:58,.621,.600,8.5,7.6,8.1,30.4,2.8,2.0,24.5,28.7,106,115,17.3,5.8
19,19,2013-12-05,28-340,MIA,@,CHI,L (-20),1,33:18,.512,.441,0.0,21.2,9.5,13.2,4.9,0.0,4.6,32.1,102,114,15.2,4.9
20,20,2013-12-07,28-342,MIA,@,MIN,W (+21),1,30:34,.739,.750,17.9,29.1,24.7,43.5,3.2,0.0,33.0,31.3,112,74,20.6,11.5
21,21,2013-12-08,28-343,MIA,@,DET,W (+15),1,35:01,.698,.667,4.3,18.3,12.5,46.9,3.0,0.0,25.9,32.4,117,99,21.1,5.7
22,22,2013-12-10,28-345,MIA,@,IND,L (-6),1,38:32,.456,.406,3.1,45.0,22.9,29.3,2.8,0.0,21.2,30.1,82,96,12.0,0.0
23,23,2013-12-14,28-349,MIA,,CLE,W (+7),1,40:37,.762,.750,6.6,19.2,13.5,33.9,5.0,0.0,10.9,21.1,153,108,30.0,12.9
24,24,2013-12-16,28-351,MIA,,UTA,W (+23),1,33:49,.781,.765,5.1,24.7,17.3,48.1,1.6,0.0,13.5,32.7,145,103,29.9,12.0
25,25,2013-12-18,28-353,MIA,,IND,W (+3),1,36:14,.703,.607,0.0,31.4,16.3,35.1,4.3,0.0,14.9,27.0,128,96,23.8,13.9
26,26,2013-12-20,28-355,MIA,,SAC,W (+19),1,30:40,.758,.773,9.8,16.1,13.2,32.5,1.6,3.0,7.8,19.0,157,107,21.6,11.9
27,27,2013-12-23,28-358,MIA,,ATL,W (+2),1,45:38,.620,.643,10.1,10.6,10.3,25.4,2.3,0.0,0.0,30.5,141,118,32.6,13.9
28,28,2013-12-25,28-360,MIA,@,LAL,W (+6),1,35:48,.529,.500,0.0,22.3,11.9,17.0,0.0,0.0,10.0,26.9,102,104,12.8,-3.4
29,29,2013-12-27,28-362,MIA,@,SAC,L (-5),1,43:43,.644,.609,0.0,23.7,11.3,41.4,0.0,0.0,7.2,30.1,124,106,26.1,10.6
30,,2013-12-28,28-363,MIA,@,POR,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,30,2013-12-30,29-000,MIA,@,DEN,W (+3),1,39:44,.702,.700,3.6,17.8,10.7,49.6,0.0,2.0,17.8,29.5,127,111,23.4,12.5
32,31,2014-01-02,29-003,MIA,,GSW,L (-9),1,39:34,.666,.656,0.0,19.0,8.5,21.8,0.0,2.3,29.1,31.3,97,126,15.3,-2.3
33,32,2014-01-04,29-005,MIA,@,ORL,W (+16),1,35:55,.454,.385,3.7,20.8,13.2,32.1,1.4,0.0,15.4,25.4,100,101,12.7,-0.4
34,33,2014-01-05,29-006,MIA,,TOR,W (+5),1,37:47,.712,.667,3.1,10.9,6.7,27.9,1.4,0.0,4.5,27.3,150,112,26.5,15.3
35,34,2014-01-07,29-008,MIA,,NOP,W (+19),1,35:15,.686,.659,3.6,6.5,5.1,30.5,3.1,0.0,11.4,35.8,126,99,25.2,14.5
36,35,2014-01-09,29-010,MIA,@,NYK,L (-10),1,41:25,.733,.735,0.0,15.2,7.7,30.1,1.3,2.0,21.6,35.0,117,118,23.9,6.3
37,36,2014-01-10,29-011,MIA,@,BRK,L (-9),1,49:22,.685,.619,7.5,11.5,9.3,29.5,0.0,0.0,13.2,33.6,127,116,25.7,9.9
38,37,2014-01-15,29-016,MIA,@,WAS,L (-17),1,41:04,.558,.444,5.4,21.3,12.3,29.6,2.6,0.0,15.2,29.8,110,122,20.9,4.9
39,38,2014-01-17,29-018,MIA,@,PHI,W (+15),1,36:31,.636,.538,3.5,20.4,12.7,45.6,2.8,2.1,15.4,24.3,130,87,22.6,8.7
40,39,2014-01-18,29-019,MIA,@,CHA,W (+8),1,44:52,.578,.520,6.2,18.2,12.3,30.0,1.3,0.0,6.4,35.7,123,104,25.7,8.6
41,40,2014-01-20,29-021,MIA,@,ATL,L (-7),1,38:43,.612,.595,3.2,10.3,6.6,30.5,1.3,0.0,10.9,31.8,117,128,21.9,2.7
42,41,2014-01-21,29-022,MIA,,BOS,W (+7),1,38:48,.608,.526,3.4,20.1,12.5,19.3,2.9,0.0,11.2,34.9,116,94,23.1,8.0
43,42,2014-01-23,29-024,MIA,,LAL,W (+7),1,37:18,.652,.667,7.6,28.9,20.2,23.1,1.4,0.0,19.4,31.2,118,106,22.2,6.0
44,43,2014-01-26,29-027,MIA,,SAS,W (+12),1,27:43,.583,.567,0.0,33.7,18.7,35.7,1.9,0.0,20.6,34.8,104,111,12.4,-1.4
45,44,2014-01-29,29-030,MIA,,OKC,L (-17),1,42:10,.710,.625,3.4,6.0,4.8,14.6,0.0,0.0,11.1,30.2,135,132,24.8,7.8
46,45,2014-02-01,29-033,MIA,@,NYK,W (+15),1,39:06,.609,.614,4.0,23.9,14.7,34.3,8.5,0.0,7.5,32.8,126,89,29.1,18.3
47,46,2014-02-03,29-035,MIA,,DET,W (+6),1,38:19,.533,.474,2.8,17.5,10.5,49.7,2.6,3.9,4.3,25.8,127,95,26.0,14.8
48,47,2014-02-05,29-037,MIA,@,LAC,W (+4),1,40:47,.659,.625,3.1,18.3,11.3,50.3,3.6,1.9,22.9,34.4,114,108,27.7,10.0
49,48,2014-02-08,29-040,MIA,@,UTA,L (-5),1,39:21,.416,.346,0.0,23.1,11.7,25.3,0.0,0.0,24.2,27.9,73,116,4.5,-10.4
50,49,2014-02-11,29-043,MIA,@,PHO,W (+6),1,40:59,.657,.591,3.0,24.7,13.7,16.0,6.4,0.0,12.4,37.2,123,97,30.6,14.3
51,50,2014-02-12,29-044,MIA,@,GSW,W (+1),1,42:16,.619,.615,3.2,32.4,18.9,39.2,2.4,0.0,6.4,34.9,124,112,32.4,12.0
52,51,2014-02-18,29-050,MIA,@,DAL,W (+11),1,38:28,.792,.783,6.9,20.8,14.4,31.2,2.8,0.0,10.2,37.0,144,113,37.4,18.3
53,52,2014-02-20,29-052,MIA,@,OKC,W (+22),1,33:24,.682,.705,4.1,19.6,12.7,22.2,6.2,0.0,24.8,45.3,97,80,22.6,9.7
54,,2014-02-23,29-055,MIA,,CHI,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
55,53,2014-02-27,29-059,MIA,,NYK,W (+26),1,36:38,.716,.711,0.0,10.5,6.6,18.7,0.0,0.0,4.4,31.6,140,97,25.1,11.5
56,54,2014-03-01,29-061,MIA,,ORL,W (+14),1,31:13,.704,.667,4.7,27.3,17.7,35.1,6.8,0.0,12.3,24.5,141,93,24.0,16.4
57,55,2014-03-03,29-063,MIA,,CHA,W (+17),1,41:12,.797,.788,9.4,11.9,10.7,22.9,0.0,0.0,5.0,47.5,161,128,48.8,23.0
58,56,2014-03-04,29-064,MIA,@,HOU,L (-3),1,36:38,.533,.500,3.0,0.0,1.7,30.0,4.3,0.0,4.6,28.1,117,117,18.7,6.2
59,57,2014-03-06,29-066,MIA,@,SAS,L (-24),1,38:04,.433,.333,8.4,17.5,12.5,33.4,2.6,0.0,18.5,31.8,86,114,11.5,-1.3
60,58,2014-03-09,29-069,MIA,@,CHI,L (-7),1,45:19,.370,.370,2.9,19.1,11.8,45.3,3.8,1.6,14.8,31.4,77,97,12.1,1.7
61,59,2014-03-10,29-070,MIA,,WAS,W (+9),1,36:45,.767,.767,6.9,14.5,11.0,38.8,4.7,0.0,16.7,25.0,137,100,23.8,14.6
62,60,2014-03-12,29-072,MIA,,BRK,L (-1),1,38:03,.560,.500,0.0,16.2,9.0,34.7,4.2,0.0,22.8,28.7,99,100,15.1,4.8
63,61,2014-03-14,29-074,MIA,,DEN,L (-4),1,39:50,.523,.471,0.0,19.5,9.5,22.3,1.2,0.0,16.6,26.8,98,114,13.3,-2.9
64,62,2014-03-16,29-076,MIA,,HOU,W (+9),1,42:52,.585,.500,0.0,16.5,8.6,21.6,2.5,0.0,19.6,27.5,106,114,16.4,0.6
65,63,2014-03-18,29-078,MIA,@,CLE,W (+4),1,41:40,.870,.895,0.0,20.9,9.0,25.8,2.4,6.9,0.0,27.7,172,97,42.0,27.1
66,,2014-03-19,29-079,MIA,@,BOS,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,64,2014-03-21,29-081,MIA,,MEM,W (+5),1,38:01,.504,.500,3.3,16.2,9.8,33.8,3.0,1.9,16.8,23.5,102,100,14.4,6.0
68,65,2014-03-22,29-082,MIA,@,NOP,L (-10),1,41:59,.647,.611,3.6,20.5,12.9,40.2,0.0,1.7,13.4,26.7,123,123,22.8,7.6
69,66,2014-03-24,29-084,MIA,,POR,W (+2),1,38:22,.593,.565,10.6,5.6,8.2,30.2,5.6,0.0,15.6,38.8,112,102,25.0,13.4
70,67,2014-03-26,29-086,MIA,@,IND,L (-1),1,43:24,.742,.632,0.0,20.6,12.0,34.9,0.0,0.0,19.0,38.1,126,102,27.4,11.5
71,68,2014-03-28,29-088,MIA,@,DET,W (+32),1,29:46,.612,.577,9.5,26.3,19.4,61.0,1.9,0.0,6.7,24.8,147,87,22.9,19.0
72,69,2014-03-29,29-089,MIA,@,MIL,W (+21),1,30:03,.553,.550,8.6,17.4,13.5,13.3,0.0,0.0,25.4,26.7,93,88,7.1,-3.8
73,70,2014-03-31,29-091,MIA,,TOR,W (+10),1,38:53,.644,.575,0.0,24.7,13.1,48.4,1.5,0.0,19.5,42.0,114,99,23.5,9.2
74,71,2014-04-02,29-093,MIA,,MIL,W (+19),1,29:21,.599,.625,0.0,17.2,8.5,47.5,2.0,3.0,12.3,28.7,121,95,16.7,11.7
75,72,2014-04-04,29-095,MIA,,MIN,L (-1),1,47:57,.599,.542,4.7,15.4,9.9,21.2,4.4,2.0,12.3,30.6,118,105,26.6,9.3
76,73,2014-04-06,29-097,MIA,,NYK,W (+11),1,42:47,.696,.659,0.0,13.0,7.7,34.7,1.4,0.0,15.5,40.2,125,112,28.3,7.6
77,74,2014-04-08,29-099,MIA,,BRK,L (-1),1,37:08,.654,.563,3.5,36.4,18.7,36.3,3.1,0.0,11.9,36.0,126,103,26.8,14.5
78,75,2014-04-09,29-100,MIA,@,MEM,L (-5),1,41:22,.709,.674,3.3,17.6,10.2,26.7,2.7,0.0,16.1,38.7,122,123,28.4,7.3
79,76,2014-04-11,29-102,MIA,,IND,W (+12),1,34:52,.700,.600,3.7,20.2,11.6,6.9,1.7,2.7,7.2,39.6,141,104,28.2,17.9
80,77,2014-04-12,29-103,MIA,@,ATL,L (-13),1,37:21,.529,.523,9.9,14.9,12.5,29.0,0.0,2.3,10.5,36.2,104,107,18.0,7.6
81,,2014-04-14,29-105,MIA,@,WAS,L (-21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,,2014-04-16,29-107,MIA,,PHI,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
