Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
55,52,2004-02-20,19-052,CLE,,SAS,W (+2),1,39:37,.646,.609,5.6,22.2,14.4,12.5,2.5,1.6,7.5,29.7,125,85,27.7,16.8
56,53,2004-02-22,19-054,CLE,@,NYK,W (+6),1,43:47,.435,.350,2.3,7.7,5.2,14.0,1.2,0.0,3.8,27.2,99,99,12.4,1.4
57,54,2004-02-23,19-055,CLE,,NOH,W (+4),1,36:36,.563,.469,0.0,14.8,6.8,27.0,2.9,11.9,5.1,25.6,119,106,21.3,9.3
58,55,2004-02-25,19-057,CLE,@,HOU,L (-6),1,38:38,.285,.278,4.7,12.8,8.6,21.3,2.8,1.8,9.4,24.6,72,101,6.3,-3.5
59,56,2004-02-27,19-059,CLE,@,ORL,W (+5),1,49:13,.666,.605,2.5,23.5,13.4,11.5,3.1,1.4,18.2,24.8,117,99,24.8,6.0
60,57,2004-03-01,19-062,CLE,@,CHI,L (-11),1,40:48,.458,.412,0.0,6.9,3.5,16.1,5.5,1.9,13.3,24.0,95,104,12.0,2.7
61,58,2004-03-03,19-064,CLE,,ATL,W (+32),1,27:36,.611,.559,3.6,20.2,12.2,20.1,1.8,2.5,4.8,29.6,131,84,20.6,13.3
62,59,2004-03-05,19-066,CLE,@,NOH,W (+3),1,37:47,.506,.471,5.3,11.5,8.3,18.6,3.0,0.0,17.6,26.5,99,97,10.9,1.4
63,60,2004-03-06,19-067,CLE,,MIL,W (+9),1,42:42,.474,.458,5.6,14.0,9.8,35.2,4.5,1.6,7.3,27.8,104,92,22.6,7.7
64,61,2004-03-08,19-069,CLE,@,ATL,W (+6),1,45:06,.592,.500,5.3,10.7,8.0,29.6,1.1,0.0,6.5,29.8,127,110,27.6,6.4
65,62,2004-03-10,19-071,CLE,@,TOR,W (+14),1,33:46,.435,.308,3.7,5.9,4.9,15.5,1.6,0.0,11.1,25.4,98,109,8.4,-6.4
66,63,2004-03-14,19-075,CLE,,IND,W (+3),1,44:09,.547,.545,0.0,9.6,5.0,15.1,3.8,1.7,14.4,29.7,101,117,16.8,-2.2
67,64,2004-03-16,19-077,CLE,,CHI,W (+24),1,32:08,.435,.375,9.0,6.0,7.5,34.8,0.0,9.5,17.0,28.1,103,93,14.0,5.6
68,65,2004-03-19,19-080,CLE,,UTA,L (-9),1,34:16,.380,.286,0.0,0.0,0.0,40.4,3.5,2.0,9.8,29.4,92,118,8.6,-0.5
69,66,2004-03-21,19-082,CLE,,DET,L (-20),1,36:45,.391,.324,6.3,16.3,11.2,17.9,0.0,4.2,17.2,31.6,76,115,5.5,-6.0
70,67,2004-03-23,19-084,CLE,,PHO,L (-17),1,40:58,.501,.429,2.2,3.8,2.8,38.4,3.8,1.7,16.7,29.0,100,112,16.6,8.2
71,68,2004-03-26,19-087,CLE,@,PHI,L (-15),1,32:46,.472,.423,7.7,4.2,6.0,51.6,0.0,2.4,22.8,36.0,88,125,9.2,-0.1
72,69,2004-03-27,19-088,CLE,,NJN,W (+3),1,43:48,.614,.534,6.2,12.1,9.2,55.3,3.7,0.0,5.6,37.8,137,111,39.0,17.1
73,70,2004-03-29,19-090,CLE,@,SAS,L (-8),1,31:40,.450,.450,0.0,7.5,3.8,25.5,0.0,2.0,9.1,31.9,91,118,9.7,-2.1
74,71,2004-03-30,19-091,CLE,@,DAL,L (-17),1,42:05,.589,.591,2.5,10.4,6.3,23.5,4.6,0.0,11.2,25.5,116,121,23.3,7.2
75,72,2004-04-02,19-094,CLE,@,MIL,L (-18),1,36:38,.503,.474,0.0,22.2,12.3,34.6,7.2,0.0,20.1,32.9,90,103,16.1,3.0
76,73,2004-04-03,19-095,CLE,,GSW,L (-3),1,46:15,.518,.482,5.7,16.8,9.7,48.6,1.2,1.8,8.4,32.1,120,117,26.5,11.8
77,74,2004-04-06,19-098,CLE,,TOR,L (-1),1,46:00,.453,.294,2.0,13.0,6.7,14.0,3.4,0.0,11.5,25.2,95,95,14.1,-0.9
78,75,2004-04-07,19-099,CLE,@,MEM,L (-18),1,36:35,.497,.364,0.0,8.5,4.4,28.2,4.6,0.0,12.4,21.6,101,101,11.3,3.7
79,76,2004-04-09,19-101,CLE,@,MIA,L (-15),1,42:13,.583,.464,3.1,19.0,11.0,31.4,1.3,0.0,28.0,32.5,97,120,15.3,-2.1
80,77,2004-04-10,19-102,CLE,,MIA,W (+11),1,31:38,.379,.364,3.6,5.7,4.7,51.6,0.0,0.0,13.2,22.3,97,101,8.5,-0.5
81,78,2004-04-12,19-104,CLE,,MIL,W (+4),1,45:18,.543,.475,2.7,13.6,8.7,35.0,2.4,0.0,3.9,27.9,117,102,24.8,7.6
82,79,2004-04-14,19-106,CLE,@,NYK,W (+10),1,35:05,.487,.471,0.0,3.4,1.7,24.5,4.7,0.0,22.3,30.2,85,103,9.7,-4.8
