Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
51,49,2005-02-17,20-049,CLE,@,MIN,L (-6),1,41:02,.601,.553,4.9,16.3,9.8,38.6,1.4,0.0,8.5,27.4,121,108,23.8,12.3
52,50,2005-02-23,20-055,CLE,,CHI,W (+9),1,44:19,.572,.500,2.7,12.7,7.9,47.5,5.8,0.0,11.3,26.4,122,94,27.4,13.6
53,51,2005-02-25,20-057,CLE,@,IND,L (-24),1,40:29,.392,.360,6.3,13.8,9.1,26.1,2.8,2.1,7.0,29.4,101,124,14.2,5.2
54,52,2005-02-27,20-059,CLE,@,NJN,L (-6),1,45:05,.574,.475,2.4,8.9,5.3,29.4,2.3,0.0,17.0,27.0,120,116,19.1,4.6
55,53,2005-02-28,20-060,CLE,,SAS,L (-2),1,44:41,.379,.295,2.6,17.8,10.3,24.4,0.0,0.0,7.0,28.8,90,107,10.3,-3.0
56,54,2005-03-02,20-062,CLE,,SEA,L (-17),1,40:51,.680,.675,0.0,19.5,8.5,30.6,0.0,0.0,14.5,31.8,122,127,21.4,11.0
57,55,2005-03-04,20-064,CLE,@,PHI,L (-9),1,39:57,.647,.571,3.2,15.3,9.9,47.7,4.9,0.0,18.6,35.3,115,96,28.3,12.9
58,56,2005-03-06,20-066,CLE,,MIA,L (-20),1,40:14,.521,.474,0.0,10.0,4.9,27.3,2.6,0.0,4.3,26.1,110,114,17.8,6.0
59,57,2005-03-08,20-068,CLE,,ORL,W (+19),1,40:37,.484,.455,0.0,20.0,10.8,28.1,1.3,1.7,4.0,28.0,108,98,18.0,0.5
60,58,2005-03-13,20-073,CLE,,IND,W (+12),1,42:51,.629,.543,5.0,9.1,6.8,23.8,1.4,0.0,12.6,33.1,131,110,25.7,13.7
61,59,2005-03-15,20-075,CLE,,UTA,W (+19),1,34:11,.817,.800,7.2,20.0,14.4,19.7,0.0,1.9,4.3,31.8,166,89,32.5,26.8
62,60,2005-03-16,20-076,CLE,@,MIL,L (-8),1,45:07,.585,.577,2.4,17.8,9.2,27.7,1.2,0.0,14.7,34.7,106,110,22.5,8.7
63,61,2005-03-18,20-078,CLE,,PHI,L (-12),1,46:00,.316,.150,0.0,18.1,8.0,32.3,4.4,0.0,13.7,25.8,74,93,10.4,1.7
64,62,2005-03-20,20-080,CLE,@,TOR,L (-7),1,48:00,.657,.583,5.0,19.5,12.3,29.4,2.4,0.0,8.6,46.6,131,120,42.9,21.1
65,63,2005-03-22,20-082,CLE,,DET,W (+15),1,42:56,.527,.500,3.1,11.4,7.9,27.1,1.3,0.0,0.0,32.1,115,93,22.4,9.3
66,64,2005-03-24,20-084,CLE,@,HOU,L (-19),1,41:47,.379,.341,0.0,13.1,5.4,38.1,1.3,0.0,7.4,30.8,80,116,10.6,-0.9
67,65,2005-03-26,20-086,CLE,@,DAL,L (-31),1,35:39,.484,.412,3.0,11.4,6.7,35.3,0.0,0.0,13.3,30.3,98,138,11.9,-3.4
68,66,2005-03-28,20-088,CLE,@,NOH,W (+1),1,53:00,.650,.603,5.6,9.5,7.7,14.3,4.3,0.0,22.8,40.4,105,112,26.8,3.1
69,67,2005-03-29,20-089,CLE,,LAC,W (+10),1,40:47,.477,.400,0.0,24.1,10.9,22.7,2.8,1.9,4.2,28.5,107,97,17.7,5.7
70,68,2005-03-31,20-091,CLE,@,CHI,L (-12),1,53:00,.396,.375,8.7,4.7,6.7,30.4,4.2,2.9,8.4,32.2,89,105,16.7,5.7
71,69,2005-04-01,20-092,CLE,,SAC,L (-19),1,44:09,.689,.667,0.0,26.4,12.6,43.0,2.4,0.0,21.6,34.7,116,136,27.2,4.0
72,70,2005-04-03,20-094,CLE,,DAL,W (+20),1,48:00,.644,.522,4.1,16.3,10.2,29.2,2.2,1.8,17.3,30.5,127,87,29.1,13.2
73,71,2005-04-05,20-096,CLE,,NJN,L (-31),1,39:50,.555,.553,6.3,27.1,15.7,23.8,2.9,4.1,21.7,32.9,94,127,16.0,4.4
74,72,2005-04-06,20-097,CLE,@,IND,L (-21),1,33:17,.506,.500,5.6,8.6,6.8,25.8,1.7,0.0,9.2,30.9,101,120,12.5,3.6
75,73,2005-04-08,20-099,CLE,@,PHI,L (-5),1,48:00,.531,.433,8.3,19.6,13.8,30.4,5.2,0.0,12.6,35.0,112,99,30.8,12.2
76,74,2005-04-09,20-100,CLE,,MIL,W (+17),1,46:35,.732,.712,2.5,23.6,12.8,36.9,2.5,1.8,9.9,30.6,140,93,37.1,23.7
77,75,2005-04-11,20-102,CLE,@,ORL,W (+8),1,48:00,.602,.543,2.2,18.2,9.0,18.8,5.4,1.8,6.8,25.1,133,104,29.7,10.9
78,76,2005-04-14,20-105,CLE,,NYK,L (-6),1,41:31,.433,.360,2.3,46.3,22.4,28.6,2.6,3.9,11.4,36.3,98,97,19.2,8.7
79,77,2005-04-15,20-106,CLE,@,WAS,L (-8),1,48:00,.520,.500,4.0,13.3,7.5,23.1,1.1,0.0,2.7,32.1,121,131,25.7,5.5
80,78,2005-04-17,20-108,CLE,@,DET,L (-3),1,45:12,.449,.371,5.9,21.3,12.5,31.7,0.0,1.5,2.4,42.6,110,111,24.5,14.3
81,79,2005-04-19,20-110,CLE,,BOS,W (+14),1,46:06,.548,.519,2.8,17.4,10.5,22.9,5.8,0.0,9.3,31.0,121,92,25.7,8.4
82,80,2005-04-20,20-111,CLE,@,TOR,W (+9),1,48:00,.493,.478,4.4,29.3,16.3,50.0,0.0,1.4,6.8,26.9,117,104,26.0,8.6
