Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
45,45,2010-01-23,25-024,CLE,,OKC,W (+1),1,42:38,.676,.632,0.0,19.5,11.4,56.6,1.2,1.5,18.0,36.3,128,105,30.9,17.0
46,46,2010-01-25,25-026,CLE,@,MIA,W (+1),1,38:31,.525,.435,0.0,24.9,12.9,22.9,1.4,0.0,11.6,43.7,103,101,18.8,5.6
47,47,2010-01-27,25-028,CLE,,MIN,W (+14),1,30:33,.564,.438,0.0,19.6,12.2,49.0,1.7,1.9,22.0,21.4,119,98,15.0,7.8
48,48,2010-01-29,25-030,CLE,@,IND,W (+21),1,35:39,.432,.333,0.0,20.5,12.2,73.2,2.7,8.0,16.4,37.9,96,65,19.8,12.2
49,49,2010-01-31,25-032,CLE,,LAC,W (+25),1,39:55,.680,.625,3.3,4.9,4.2,47.3,1.3,0.0,4.1,29.3,149,105,30.2,15.0
50,50,2010-02-02,25-034,CLE,,MEM,W (+16),1,37:07,.644,.536,3.5,14.1,9.3,62.7,1.3,1.7,19.0,24.9,129,94,24.6,12.4
51,51,2010-02-04,25-036,CLE,,MIA,W (+16),1,40:06,.713,.594,6.7,12.7,10.1,41.2,2.7,0.0,13.7,35.1,140,99,32.9,16.8
52,52,2010-02-06,25-038,CLE,,NYK,W (+7),1,43:51,.690,.645,3.1,24.7,13.3,34.5,6.1,0.0,12.8,42.6,130,108,39.7,17.2
53,53,2010-02-09,25-041,CLE,,NJN,W (+7),1,42:21,.641,.643,0.0,9.2,4.9,51.4,1.4,0.0,10.7,33.1,131,123,27.5,7.7
54,54,2010-02-11,25-043,CLE,,ORL,W (+9),1,45:05,.609,.524,2.7,20.1,11.2,41.5,2.4,0.0,10.2,30.9,132,115,30.6,11.4
55,55,2010-02-18,25-050,CLE,,DEN,L (-2),1,47:00,.531,.470,2.8,26.5,15.9,64.8,2.3,5.4,6.9,43.2,118,109,40.1,19.1
56,56,2010-02-19,25-051,CLE,@,CHA,L (-17),1,35:30,.598,.500,2.8,7.5,4.8,50.9,6.0,0.0,9.8,27.3,128,116,22.6,14.9
57,57,2010-02-21,25-053,CLE,@,ORL,L (-6),1,39:23,.545,.500,0.0,27.4,14.2,31.3,2.7,2.3,14.2,41.0,104,109,23.3,11.5
58,58,2010-02-23,25-055,CLE,,NOH,W (+10),1,44:07,.563,.500,2.6,13.2,7.3,43.7,2.4,0.0,0.0,19.2,138,106,24.6,11.0
59,59,2010-02-25,25-057,CLE,@,BOS,W (+20),1,35:57,.608,.543,3.8,16.7,11.3,45.7,0.0,0.0,6.3,42.9,128,101,28.7,12.5
60,60,2010-02-26,25-058,CLE,@,TOR,W (+8),1,44:24,.749,.618,0.0,17.5,9.8,35.7,2.5,0.0,4.0,26.7,168,119,36.0,14.1
61,61,2010-03-01,25-061,CLE,,NYK,W (+31),1,31:14,.573,.559,0.0,22.4,11.8,28.9,3.0,5.3,13.5,28.9,114,83,20.3,9.6
62,62,2010-03-03,25-063,CLE,@,NJN,W (+19),1,40:41,.617,.556,6.2,12.6,9.7,51.3,3.9,1.8,12.5,26.5,138,99,30.0,14.3
63,63,2010-03-05,25-065,CLE,,DET,W (+7),1,41:52,.675,.648,6.2,35.0,20.4,31.8,3.8,3.6,11.9,38.5,124,92,36.0,20.3
64,,2010-03-06,25-066,CLE,@,MIL,L (-7),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
65,,2010-03-08,25-068,CLE,,SAS,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,64,2010-03-12,25-072,CLE,@,PHI,W (+5),1,42:06,.494,.472,0.0,16.7,8.6,38.0,1.3,4.7,4.1,28.8,115,107,20.9,8.6
67,65,2010-03-14,25-074,CLE,,BOS,W (+11),1,38:52,.535,.452,7.6,13.7,10.5,39.5,2.7,5.9,6.7,34.0,121,97,26.7,17.6
68,66,2010-03-16,25-076,CLE,@,DET,W (+12),1,43:07,.540,.477,4.9,25.9,15.2,44.7,1.2,1.7,13.0,31.9,119,109,26.9,7.8
69,67,2010-03-17,25-077,CLE,,IND,W (+5),1,38:43,.563,.500,3.2,27.6,14.9,42.3,4.1,4.6,17.4,41.5,104,93,25.8,12.9
70,68,2010-03-19,25-079,CLE,@,CHI,W (+7),1,37:31,.552,.429,3.0,25.1,15.0,46.0,2.8,4.1,16.0,38.4,107,85,24.1,12.3
71,69,2010-03-21,25-081,CLE,,DET,W (+25),1,30:48,.727,.667,0.0,11.1,5.8,37.3,0.0,2.3,0.0,16.8,165,99,17.2,13.9
72,70,2010-03-24,25-084,CLE,@,NOH,W (+13),1,40:45,.745,.705,7.6,10.2,9.2,40.3,1.4,0.0,10.5,36.1,144,110,34.3,16.6
73,71,2010-03-26,25-086,CLE,@,SAS,L (-5),1,39:18,.561,.548,0.0,15.7,7.4,49.7,2.6,0.0,17.2,33.8,104,109,20.2,6.6
74,72,2010-03-28,25-088,CLE,,SAC,W (+7),1,39:05,.690,.659,3.3,17.1,10.7,44.6,4.0,0.0,10.9,33.8,128,95,30.7,16.5
75,73,2010-03-31,25-091,CLE,,MIL,W (+3),1,39:05,.506,.412,3.1,21.8,13.0,33.8,1.3,1.9,15.0,31.3,99,101,17.2,1.7
76,74,2010-04-02,25-093,CLE,,ATL,W (+5),1,38:22,.585,.575,0.0,32.5,17.9,39.0,2.8,0.0,8.0,30.7,123,93,23.9,13.5
77,75,2010-04-04,25-095,CLE,@,BOS,L (-4),1,44:32,.516,.452,2.8,15.8,9.4,38.9,1.1,1.6,6.9,44.2,110,118,30.2,6.6
78,76,2010-04-06,25-097,CLE,,TOR,W (+12),1,35:34,.546,.385,0.0,18.0,10.7,43.6,0.0,2.1,18.7,28.8,112,109,18.7,1.7
79,,2010-04-08,25-099,CLE,@,CHI,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,,2010-04-09,25-100,CLE,,IND,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
81,,2010-04-11,25-102,CLE,,ORL,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,,2010-04-14,25-105,CLE,@,ATL,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
