Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
71,65,2008-03-22,23-083,CLE,@,MIL,L (-10),1,38:35,.493,.420,9.4,23.5,15.2,21.8,2.6,0.0,12.0,35.6,105,112,18.8,6.7
72,66,2008-03-26,23-087,CLE,,NOH,L (-1),1,40:33,.571,.464,0.0,8.5,4.4,27.9,2.8,4.1,9.8,23.5,132,117,19.9,9.8
73,67,2008-03-29,23-090,CLE,@,DET,L (-14),1,35:18,.331,.265,0.0,14.7,6.8,31.5,0.0,0.0,20.3,35.6,63,110,1.6,-8.4
74,68,2008-03-30,23-091,CLE,,PHI,W (+3),1,41:47,.673,.639,8.2,17.7,12.8,40.8,3.9,1.7,4.9,23.1,148,96,29.1,16.6
75,69,2008-04-02,23-094,CLE,@,CHA,W (+4),1,31:13,.670,.605,7.2,7.3,7.2,26.4,4.9,4.6,15.6,35.2,126,113,23.6,11.1
76,70,2008-04-03,23-095,CLE,,CHI,L (-3),1,38:30,.547,.479,0.0,19.5,8.4,19.5,2.8,4.5,9.0,38.8,112,108,21.7,8.2
77,71,2008-04-05,23-097,CLE,,ORL,L (-15),1,42:22,.333,.295,12.6,6.3,9.8,37.5,2.5,4.4,16.4,30.5,82,113,10.8,1.4
78,72,2008-04-09,23-101,CLE,,NJN,W (+21),1,35:22,.618,.548,13.2,9.0,11.0,51.5,1.5,5.0,0.0,34.7,147,96,32.4,24.2
79,73,2008-04-11,23-103,CLE,@,CHI,L (-5),1,38:11,.647,.667,0.0,19.8,8.9,13.5,4.0,0.0,10.2,33.9,115,102,24.5,11.4
80,74,2008-04-13,23-105,CLE,,MIA,W (+8),1,35:15,.502,.333,0.0,35.7,17.4,39.9,1.7,5.4,27.8,24.5,91,86,12.3,2.9
81,75,2008-04-14,23-106,CLE,@,PHI,W (+1),1,41:41,.580,.583,2.7,8.2,5.4,22.6,2.6,1.6,17.7,31.9,105,101,17.6,6.7
82,,2008-04-16,23-108,CLE,,DET,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
