Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
50,49,2012-03-30,27-091,MIA,@,TOR,W (+12),1,38:31,.630,.611,3.9,13.4,8.3,37.0,1.5,0.0,12.7,30.8,128,125,22.9,4.6
51,50,2012-04-01,27-093,MIA,@,BOS,L (-19),1,34:37,.551,.550,4.7,7.5,5.8,0.0,0.0,2.4,8.7,29.5,101,105,13.3,6.8
52,51,2012-04-03,27-095,MIA,,PHI,W (+6),1,38:04,.667,.620,9.7,9.0,9.3,31.4,4.0,1.7,11.5,41.3,128,98,33.8,19.2
53,52,2012-04-04,27-096,MIA,,OKC,W (+5),1,41:30,.661,.575,3.1,18.8,10.9,59.5,5.0,1.8,7.2,29.5,140,95,34.6,24.3
54,53,2012-04-06,27-098,MIA,,MEM,L (-15),1,37:38,.506,.474,5.8,13.4,9.3,33.6,3.0,0.0,12.6,29.4,106,113,16.3,9.8
55,54,2012-04-08,27-100,MIA,,DET,W (+23),1,32:15,.537,.568,10.1,3.1,6.5,16.4,0.0,2.7,4.0,34.5,117,97,16.9,9.0
56,55,2012-04-10,27-102,MIA,,BOS,L (-8),1,40:51,.617,.500,12.2,9.0,11.1,31.5,1.3,2.1,6.4,34.6,136,130,31.4,14.6
57,56,2012-04-12,27-104,MIA,@,CHI,L (-10),1,47:18,.554,.521,2.8,12.2,7.8,23.7,1.2,1.8,12.9,32.8,106,108,19.8,8.6
58,57,2012-04-13,27-105,MIA,,CHA,W (+23),1,28:44,.498,.438,4.4,33.4,19.3,25.9,3.8,2.9,9.5,34.0,108,84,16.7,7.3
59,58,2012-04-15,27-107,MIA,@,NYK,W (+8),1,40:15,.519,.479,6.4,22.2,14.9,15.6,2.7,0.0,17.7,39.6,96,93,15.7,4.0
60,59,2012-04-16,27-108,MIA,@,NJN,W (+3),1,35:12,.723,.605,4.3,19.5,12.2,45.5,3.0,2.1,13.5,42.1,135,105,32.7,17.0
61,60,2012-04-18,27-110,MIA,,TOR,W (+24),1,30:12,.835,.833,0.0,19.9,11.0,30.4,3.9,0.0,23.0,35.8,124,84,23.2,17.0
62,61,2012-04-19,27-111,MIA,,CHI,W (+11),1,35:20,.580,.472,0.0,34.8,17.6,38.6,0.0,2.5,4.1,33.9,125,81,22.8,17.8
63,,2012-04-21,27-113,MIA,,WAS,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
64,62,2012-04-22,27-114,MIA,,HOU,W (+9),1,35:52,.630,.548,2.8,24.7,12.6,33.0,1.5,4.8,16.4,37.1,121,96,24.6,14.1
65,,2012-04-24,27-116,MIA,@,BOS,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
66,,2012-04-26,27-118,MIA,@,WAS,L (-34),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
