Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
23,23,2021-02-04,36-036,LAL,,DEN,W (+21),1,35:27,.679,.684,0.0,28.2,16.5,45.5,0.0,2.1,9.1,27.8,136,97,26.4,14.6
24,24,2021-02-06,36-038,LAL,,DET,W (+6),1,46:29,.576,.558,0.0,15.2,8.2,39.5,4.4,0.0,19.6,35.2,106,110,24.2,4.0
25,25,2021-02-08,36-040,LAL,,OKC,W (+7),1,42:30,.579,.545,0.0,27.3,15.3,49.4,2.2,3.5,17.1,29.7,109,93,26.4,8.6
26,26,2021-02-10,36-042,LAL,,OKC,W (+1),1,41:03,.574,.525,0.0,17.6,8.7,29.7,2.4,0.0,18.7,29.9,101,103,17.5,2.4
27,27,2021-02-12,36-044,LAL,,MEM,W (+10),1,34:08,.662,.633,3.5,28.1,15.8,37.1,2.8,0.0,19.1,31.3,120,103,24.0,11.0
28,28,2021-02-14,36-046,LAL,@,DEN,L (-17),1,30:56,.522,.500,3.4,29.7,16.7,53.6,0.0,4.1,4.5,31.2,115,121,20.4,9.9
29,29,2021-02-16,36-048,LAL,@,MIN,W (+8),1,37:53,.689,.675,0.0,38.3,21.7,34.7,0.0,2.1,18.7,32.5,120,104,24.9,4.8
30,30,2021-02-18,36-050,LAL,,BRK,L (-11),1,32:59,.624,.630,0.0,31.5,14.9,51.9,0.0,0.0,10.5,39.6,120,121,24.2,11.2
31,31,2021-02-20,36-052,LAL,,MIA,L (-2),1,37:27,.417,.357,2.8,21.8,12.5,48.0,1.3,2.2,18.0,33.7,84,96,12.0,-0.4
32,32,2021-02-22,36-054,LAL,,WAS,L (-3),1,43:15,.511,.517,0.0,29.0,11.7,50.0,1.0,0.0,20.9,35.7,95,111,19.5,-0.1
33,33,2021-02-24,36-056,LAL,@,UTA,L (-25),1,27:49,.625,.577,0.0,14.7,7.0,31.5,1.9,0.0,20.8,30.7,105,123,13.3,5.8
34,34,2021-02-26,36-058,LAL,,POR,W (+9),1,35:34,.571,.571,2.7,28.7,15.3,42.6,5.8,8.8,7.5,32.7,117,83,28.4,21.7
35,35,2021-02-28,36-060,LAL,,GSW,W (+26),1,24:24,.690,.708,8.6,16.1,12.4,30.0,3.7,7.6,12.7,25.7,132,78,18.6,17.0
36,36,2021-03-02,36-062,LAL,,PHO,L (-10),1,37:38,.725,.729,0.0,18.8,9.2,39.1,2.7,2.7,10.3,37.8,133,120,31.8,16.3
37,,2021-03-03,36-063,LAL,@,SAC,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,37,2021-03-12,36-072,LAL,,IND,W (+5),1,34:21,.504,.423,0.0,8.7,4.8,51.7,1.4,0.0,14.4,26.9,105,104,13.6,2.4
39,38,2021-03-15,36-075,LAL,@,GSW,W (+31),1,30:29,.703,.692,5.6,29.5,20.7,47.6,0.0,0.0,27.7,31.6,120,98,19.2,4.8
40,39,2021-03-16,36-076,LAL,,MIN,W (+16),1,31:12,.772,.714,4.3,41.3,24.0,49.0,0.0,2.8,19.8,27.7,142,116,27.5,14.8
41,40,2021-03-18,36-078,LAL,,CHO,W (+11),1,36:30,.722,.696,2.8,20.5,11.4,30.8,1.3,2.4,10.5,33.7,136,103,31.0,15.7
42,41,2021-03-20,36-080,LAL,,ATL,L (-5),1,10:36,.683,.583,0.0,8.2,4.5,88.7,0.0,0.0,12.0,35.0,141,115,9.1,23.3
43,,2021-03-21,36-081,LAL,@,PHO,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,,2021-03-23,36-083,LAL,@,NOP,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,,2021-03-25,36-085,LAL,,PHI,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,,2021-03-26,36-086,LAL,,CLE,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,,2021-03-28,36-088,LAL,,ORL,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
48,,2021-03-31,36-091,LAL,,MIL,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
49,,2021-04-02,36-093,LAL,@,SAC,W (+21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,,2021-04-04,36-095,LAL,@,LAC,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,,2021-04-06,36-097,LAL,@,TOR,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,,2021-04-08,36-099,LAL,@,MIA,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
53,,2021-04-10,36-101,LAL,@,BRK,W (+25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
54,,2021-04-12,36-103,LAL,@,NYK,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
55,,2021-04-13,36-104,LAL,@,CHO,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
56,,2021-04-15,36-106,LAL,,BOS,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
57,,2021-04-17,36-108,LAL,,UTA,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,,2021-04-19,36-110,LAL,,UTA,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
59,,2021-04-22,36-113,LAL,@,DAL,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
60,,2021-04-24,36-115,LAL,@,DAL,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,2021-04-26,36-117,LAL,@,ORL,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,,2021-04-28,36-119,LAL,@,WAS,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,42,2021-04-30,36-121,LAL,,SAC,L (-4),1,31:51,.563,.542,4.1,24.5,15.1,32.0,3.0,2.8,26.0,25.6,100,107,14.2,2.8
64,43,2021-05-02,36-123,LAL,,TOR,L (-7),1,27:33,.675,.636,0.0,24.4,13.1,34.2,0.0,0.0,26.2,29.5,104,118,13.4,-0.7
65,,2021-05-03,36-124,LAL,,DEN,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,,2021-05-06,36-127,LAL,@,LAC,L (-24),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,,2021-05-07,36-128,LAL,@,POR,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,,2021-05-09,36-130,LAL,,PHO,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
69,,2021-05-11,36-132,LAL,,NYK,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,,2021-05-12,36-133,LAL,,HOU,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
71,44,2021-05-15,36-136,LAL,@,IND,W (+7),1,28:27,.524,.523,12.7,16.1,14.4,60.1,0.0,0.0,14.9,39.5,109,117,16.7,2.2
72,45,2021-05-16,36-137,LAL,@,NOP,W (+12),1,27:28,.546,.545,3.7,0.0,2.0,40.7,5.2,0.0,8.0,39.0,107,97,19.5,11.4
